51309620723,fbf,89,241
51309624403,bea,22,40
51309631226,egc,289,178
51309647465,cgd,20,62
51309657272,aea,81,172
51309658362,abe,256,126
51309674331,beb,158,116
51309692206,faf,56,79
51309699317,ffg,237,137
51309701643,gef,194,163
51309711434,dfd,171,100
51309723761,ccg,145,23
51309758317,fec,229,26
51309761594,baa,88,249
51309778178,gfe,294,272
51309784886,add,29,215
51309797251,ebb,59,51
51309809168,acb,245,60
51309827734,fgd,18,291
51309828556,cgg,269,176
51309839970,gdc,218,247
51309840427,bfb,156,52
51309843809,geb,1,243
51309893259,fce,135,73
51309894454,ege,15,19
51309936237,dgc,204,149
51309942477,cgc,266,283
51309945304,eca,41,262
51309952612,feb,276,297
51309976006,caf,93,37
51309979212,ffa,53,197
51309987732,dca,248,142
51309994584,bfd,151,289
51310046446,dee,101,152
51310049580,cea,291,253
51310052402,gaa,139,65
51310075794,dgd,223,25
51310083428,cdg,87,30
51310083792,beg,17,136
51310085008,aeb,223,243
51310096160,adf,154,24
51310127340,fac,172,6
51310134233,gaf,288,197
51310139621,dec,210,7
51310162257,gce,52,219
51310173919,ade,182,231
51310180598,dac,191,250
51310187451,bdb,85,153
51310206329,baf,226,45
51310207272,eff,122,44
51310264757,baf,13,41
51310304049,bgc,102,148
51310336640,bfe,109,129
51310358063,fbc,162,204
51310386748,gda,58,44
51310405900,bbe,197,113
51310421980,ada,68,231
51310425859,bba,137,366
51310431319,ffa,282,226
51310445891,cda,283,122
51310453707,bcg,77,20
51310465236,gcf,221,117
51310481028,def,296,139
51310485942,cgg,235,195
51310515330,fdg,17,161
51310522379,add,164,230
51310527849,ccd,14,130
51310543941,ffe,241,280
51310549649,bca,198,236
51310572703,ffc,11,279
51310582318,abg,257,237
51310586561,ead,42,64
51310594808,bac,109,141
51310620682,bfg,271,83
51310628756,dga,207,310
51310662140,dfg,36,181
51310668927,bbb,291,210
51310676470,cbe,214,34
51310679783,egf,220,168
51310698237,acd,250,271
51310700556,ggd,299,291
51310731565,daf,138,170
51310734725,bdd,96,190
51310743224,bdg,219,152
51310771534,fbg,42,309
51310815703,bgd,69,244
51310824569,cbd,3,213
51310827149,efd,1,77
51310830113,gfc,91,302
51310838855,fed,199,34
51310846310,fee,16,52
51310859252,cfg,44,279
51310865190,eec,185,118
51310874139,cbb,69,141
51310878640,dfc,26,21
51310880044,feg,201,74
51310881863,eaa,119,247
51310882981,dcf,283,80
51310902660,dbe,37,39
51310910139,ggg,286,360
51310931042,edg,83,177
51310937474,dgg,132,43
51310938039,ddf,114,171
51310953691,bcf,194,44
51310965620,deb,197,117
51311034993,bgf,110,175
51311118881,cff,292,32
51311172587,fff,277,214
51311189151,eeg,27,191
51311202211,aga,25,32
51311214280,egd,130,30
51311249587,efg,206,166
51311284046,ccb,229,279
51311298363,efa,262,232
51311310260,ege,144,17
51311368256,gbb,121,255
51311388993,fca,241,19
51311444561,bda,289,187
51311459698,cfc,294,220
51311466964,fbb,219,145
51311471550,dfb,194,197
51311513299,dba,34,50
51311513770,afc,87,237
51311546957,eeb,58,57
51311569333,dda,36,83
51311624950,gga,183,23
51311626360,dad,165,212
51311630013,ega,67,280
51311631456,cfb,7,182
51311635955,aeg,220,205
51311664720,fcb,235,205
51311714264,cac,201,138
51311715493,gde,224,123
51311718454,bca,149,226
51311718524,gcf,57,125
51311719107,fae,100,369
51311726955,agf,89,283
51311739999,cbf,295,316
51311750790,ffa,71,189
51311769326,abg,274,265
51311783688,dfg,260,199
51311805037,fcd,161,18
51311820112,dab,74,177
51311828443,gdf,298,26
51311855416,cce,153,323
51311879179,cag,32,222
51311905292,agg,13,257
51311908303,ddc,142,149
51311912195,efc,129,174
51311926907,aae,246,79
51311984454,bfc,192,106
51312014856,eae,225,49
51312017968,dbg,71,326
51312041587,aaa,147,183
51312056237,gbg,144,185
51312056324,edc,109,99
51312058194,abc,287,257
51312083977,fbf,167,248
51312084292,gab,36,9
51312101037,eea,27,147
51312104059,gae,94,53
51312109208,gba,154,193
51312111266,bfa,179,122
51312138020,gge,162,179
51312147416,cec,109,229
51312154380,dce,90,284
51312165386,aag,161,148
51312193162,caf,30,39
51312199009,cad,22,56
51312208764,gbe,293,51
51312231610,bgd,98,204
51312235299,acg,12,237
51312246761,bgg,227,214
51312256834,afd,206,130
51312269943,aga,126,34
51312299492,bac,182,155
51312309473,cca,153,134
51312311295,fae,259,357
51312409968,dbd,121,180
51312417381,cbe,210,35
51312459216,eag,256,45
51312470451,aaf,32,119
51312478839,fgg,152,113
51312480992,gdb,80,147
51312485883,agc,276,140
51312490705,cdg,280,33
51312502128,bbg,224,206
51312528962,ddf,259,203
51312563739,ffg,253,120
51312570365,eba,116,299
51312571778,ebf,95,5
51312599278,dae,151,251
51312607215,eba,13,266
51312617067,ffb,175,189
51312654365,cab,105,80
51312676719,fbf,192,233
51312688328,fge,170,139
51312695960,dag,120,12
51312707070,gfg,48,294
51312710695,eag,177,44
51312720543,cca,142,116
51312723272,eec,7,99
51312752712,ccc,267,59
51312762322,bdf,26,58
51312772834,bcd,199,248
51312780419,cgb,80,327
51312789557,fda,217,240
51312815987,edd,222,206
51312829467,gda,108,40
51312858235,eed,4,135
51312870231,ccf,160,169
51312874681,bdd,68,184
51312893543,bca,189,219
51312901808,dbf,133,150
51312920800,eee,161,250
51312938942,cgc,163,322
51312949615,gfc,60,265
51312950446,ege,172,15
51312982939,gbf,262,284
51313024203,ffg,112,140
51313030743,adc,118,195
51313044795,ebe,129,237
51313062893,gca,6,39
51313073097,aed,244,52
51313104718,eae,120,40
51313116991,cef,204,167
51313120272,dea,55,140
51313129362,eab,238,337
51313175151,fgc,242,197
51313206417,ceg,273,265
51313211732,cef,244,136
51313223638,ecc,79,221
51313225583,cfd,213,71
51313257583,bbe,120,94
51313266900,gga,152,23
51313280875,ggf,169,54
51313281082,cbc,35,80
51313299335,bde,253,198
51313304636,agf,50,308
51313307522,ded,248,163
51313316859,ebb,260,50
51313349635,dge,39,200
51313352029,eed,139,155
51313354884,afd,288,149
51313366183,fgc,39,202
51313366264,fff,221,237
51313403874,bgf,32,208
51313416275,bcb,110,221
51313424992,dff,41,15
51313425636,gdc,170,251
51313437192,aef,108,126
51313439918,bac,97,184
51313443246,agd,230,199
51313450703,bbd,91,32
51313479498,baa,69,261
51313502161,cbf,166,325
51313506268,cde,209,110
51313506432,dfe,293,256
51313517604,eda,278,227
51313530016,ada,58,244
51313538730,ece,214,214
51313561114,bfb,197,44
51313608942,edb,241,117
51313615964,fef,46,139
51313639352,bed,129,167
51313656790,dda,163,74
51313687684,fga,267,285
51313719310,gdd,234,202
51313730680,bgb,205,229
51313750568,beg,105,149
51313758216,baa,120,214
51313783140,bbb,258,203
51313792797,gff,36,221
51313793194,gdb,99,158
51313801151,fea,73,12
51313805080,cgd,141,70
51313845244,acg,182,251
51313866404,dbc,269,148
51313893803,adg,155,298
51313913931,aea,146,178
51313919295,bfd,190,231
51313922065,fdb,26,272
51313924216,bdg,141,129
51313940045,cgf,254,31
51313955270,dbb,201,179
51313961303,eef,171,233
51313978757,cbe,137,30
51313992958,bcf,5,46
51313996858,edf,102,210
51314001597,gee,171,299
51314004664,eef,118,216
51314026827,gff,11,205
51314042310,bae,147,5
51314053186,cgf,272,27
51314080689,deb,34,138
51314091433,cab,140,69
51314091454,ceb,219,148
51314100250,dcc,161,178
51314115214,ged,116,84
51314116227,bbg,169,245
51314137785,fcg,111,313
51314138571,bce,137,55
51314162268,fdb,192,291
51314163806,abd,294,161
51314164668,cfg,34,276
51314169778,bff,274,56
51314170390,bcc,238,140
51314172451,faf,264,70
51314175543,fee,224,58
51314190809,ffd,24,95
51314205701,gaf,183,200
51314208247,cbg,36,21
51314209584,aag,247,124
51314218033,fcf,220,17
51314224132,ggc,45,143
51314237609,ddd,283,312
51314243071,ddb,121,234
51314267981,ecc,4,209
51314277234,bfa,63,141
51314281093,gdb,37,181
51314309440,adb,120,146
51314323038,aac,141,157
51314323792,abc,141,233
51314350637,eca,61,230
51314360745,bbc,110,186
51314391197,agf,64,314
51314399796,fac,295,6
51314415252,abb,190,181
51314424494,afa,135,86
51314439971,aad,190,159
51314440416,cad,145,57
51314450739,acg,250,251
51314451915,gge,35,196
51314466305,acf,172,96
51314486742,cad,126,59
51314518480,cdc,76,164
51314525052,fae,216,342
51314567204,ecg,149,140
51314567509,fee,123,56
51314580990,fgb,219,64
51314584732,dbe,2,31
51314616689,eaa,54,217
51314657749,dcg,180,19
51314701149,gdf,170,25
51314704138,ead,195,69
51314736284,bbd,280,31
51314745709,cbf,282,273
51314767324,aec,264,198
51314779950,dfc,90,24
51314795974,dgf,37,45
51314811435,cbe,108,25
51314824997,aff,140,169
51314825658,dde,179,94
51314829025,fdf,258,156
51314848100,eda,32,188
51314857919,fdd,263,195
51314859110,ggd,271,232
51314923439,ede,133,69
51314938317,gcg,181,178
51314951266,age,133,44
51314958598,gec,130,186
51314966638,dcb,292,178
51314967576,ccf,230,196
51314974775,bfb,113,35
51315057689,cea,189,217
51315064545,fba,272,332
51315076700,egb,68,93
51315083147,dbd,181,189
51315084493,agd,190,193
51315099847,cdd,205,31
51315107925,afe,93,271
51315110462,dfa,117,343
51315115485,eac,285,155
51315126792,ega,117,330
51315127791,efb,202,149
51315130177,ecb,18,169
51315131113,caa,76,21
51315137070,dbf,168,162
51315143781,cgc,268,270
51315158347,cbf,295,242
51315170397,aab,284,159
51315173573,bef,202,335
51315177441,afg,151,300
51315197322,feg,81,88
51315242134,fbc,52,167
51315249201,gdg,118,166
51315252888,dbe,167,27
51315263131,eef,34,257
51315263433,bae,238,5
51315282351,bfd,158,214
51315293728,ccg,176,25
51315295049,bga,155,114
51315337541,efa,3,245
51315360293,fee,11,48
51315364681,ced,190,260
51315374929,dgb,55,33
51315398370,ege,225,16
51315405933,gfd,135,231
51315423333,gab,124,10
51315427474,cae,249,163
51315454461,ebe,174,258
51315455592,cdf,186,176
51315455861,ede,266,64
51315472488,ffg,156,156
51315500770,caf,143,42
51315501291,geg,205,228
51315508400,cga,299,260
51315525474,faf,22,70
51315547673,ggb,136,103
51315577139,gga,257,27
51315587102,eda,133,212
51315595057,gcd,65,111
51315621386,ddg,26,72
51315625739,bde,248,209
51315628125,gfe,15,301
51315645952,bee,27,119
51315648392,abf,193,214
51315653286,aee,272,317
51315681072,fda,12,244
51315688676,add,277,204
51315694974,gca,153,35
51315716700,ecb,252,184
51315729657,beb,111,97
51315734566,cgc,242,302
51315751088,dcd,254,8
51315753029,bbf,299,192
51315758216,cdb,127,162
51315758936,ccf,130,197
51315760596,bfc,259,119
51315781816,bdg,160,134
51315789047,ffc,139,329
51315792739,bec,49,36
51315812425,egb,23,100
51315816710,aga,158,36
51315835023,bfg,71,69
51315881031,agb,183,193
51315885112,ade,12,235
51315888353,bge,238,292
51315912955,dfb,84,228
51315931938,cca,165,106
51315945527,aaf,298,105
51315955227,cgg,171,204
51315957150,fdg,259,188
51316010280,fce,111,83
51316022591,gcc,59,276
51316050111,gce,195,212
51316059443,cfd,293,80
51316120402,gea,67,273
51316128805,bag,113,108
51316149656,efe,96,103
51316166985,cba,222,180
51316223367,cfg,227,317
51316223632,fde,170,264
51316229238,acc,292,77
51316256654,eeb,53,55
51316266670,bcd,290,238
51316277654,ddg,84,61
51316294535,dae,125,245
51316353608,gbc,160,67
51316390987,daa,93,170
51316391686,aca,246,260
51316404479,cge,76,126
51316409554,ebd,118,30
51316422122,afb,106,53
51316435110,aba,227,78
51316479481,eaf,267,117
51316502291,bcb,59,185
51316515463,bdb,262,134
51316526716,ccg,95,28
51316544725,fag,68,173
51316558640,deg,267,233
51316570246,fgd,109,311
51316582863,gcb,138,20
51316590894,dca,22,150
51316657488,ggc,180,120
51316661581,dfd,30,87
51316668356,baa,247,201
51316723205,gad,141,294
51316747435,bgd,230,226
51316774238,agd,131,200
51316774471,egf,210,154
51316775874,bfe,148,103
51316822955,bdc,161,280
51316835441,efd,161,61
51316842839,dga,4,294
51316850003,fdc,15,19
51316892103,dbd,202,177
51316955198,ccd,60,123
51316963961,eec,246,114
51316976563,fec,248,28
51317000783,bef,193,385
51317005218,adc,137,210
51317012650,fad,281,207
51317035003,dbg,149,335
51317049119,gaa,30,70
51317050006,dfg,156,161
51317056890,cdd,193,35
51317061796,cae,144,163
51317066487,gae,223,48
51317078906,faa,12,131
51317087564,fbe,21,5
51317099513,ebc,167,26
51317105465,bbe,243,85
51317121759,cbd,194,176
51317127070,fgf,98,127
51317130048,bgf,234,201
51317134077,dfe,87,266
51317138526,bbe,59,100
51317147947,ebg,52,224
51317154326,dcf,283,78
51317156272,ggg,48,403
51317167209,cdd,37,33
51317174145,bfe,244,104
51317219292,cag,218,239
51317257313,gfg,111,349
51317263019,cgd,88,77
51317263826,ada,103,256
51317264573,dcf,226,73
51317287283,cbb,101,166
51317299588,fbd,258,15
51317301088,fcc,205,74
51317303955,dee,286,133
51317305945,dde,98,83
51317306823,daf,247,159
51317322604,adf,2,23
51317323634,gbd,15,252
51317339101,bad,191,341
51317358139,cfa,140,115
51317360387,cad,146,56
51317395221,ddd,210,355
51317413996,cba,54,147
51317425584,eff,267,49
51317455785,afc,118,229
51317462488,dac,215,292
51317473964,gfc,238,267
51317488049,fga,258,259
51317521924,ffe,46,302
51317531680,fab,4,31
51317544257,gdg,32,147
51317552488,fgd,102,366
51317584878,ead,111,82
51317593680,acd,83,216
51317605179,acf,81,96
51317651613,bcg,228,19
51317659237,ecg,213,126
51317689012,egg,224,227
51317699920,cbg,254,20
51317706753,dee,141,158
51317714855,aaa,271,214
51317719147,cfe,167,154
51317730787,bfe,150,123
51317779578,gae,168,47
51317794523,bdf,3,57
51317797041,fbf,26,270
51317803310,gef,93,174
51317806208,ded,44,177
51317837625,dbd,267,198
51317858172,eae,253,32
51317862127,cea,248,214
51317886370,cea,184,224
51317893728,aaa,175,216
51317900991,edd,261,208
51317919777,eba,147,220
51317950203,cdc,38,139
51317986072,fea,229,11
51318037231,gbg,77,166
51318047588,gfb,258,240
51318048500,cba,57,135
51318082220,gac,262,191
51318095493,aee,254,374
51318120579,bab,166,18
51318122649,fab,52,33
51318124714,bea,273,32
51318127010,eef,28,215
51318129538,fgc,211,220
51318139261,aba,38,78
51318144327,dgf,284,48
51318153074,eee,259,270
51318182894,dgg,99,38
51318234601,gbc,183,75
